"0","TEXT_TSTPLN104_02148_SEQ_00","寶杖大街的穆穆妮，看起來不太滿意。"
"1","TEXT_TSTPLN104_02148_SEQ_01","我決定和穆穆妮一起去找蕨餅師傅。<hex:02100103>到伊修加爾德的聖瓦勒魯瓦揚廣場找「苦茲力」吧。"
"2","TEXT_TSTPLN104_02148_SEQ_02","我從苦茲力那裡聽說了事情的原委。<hex:02100103>為了幫他奪回被可麗可麗甜點團搶走的行李，<hex:02100103>到龍堡參天高地的尾羽集落東邊和「苦茲力」會合吧。"
"3","TEXT_TSTPLN104_02148_SEQ_03","我和苦茲力會合後，決定前往可麗可麗甜點團的根據地。<hex:02100103>他說，在路上可能會遭到可麗可麗甜點團的襲擊。<hex:02100103>沿著尾羽集落東邊的「悄聲小道」前進，如果被阻擋就擊退他們吧。"
"4","TEXT_TSTPLN104_02148_SEQ_04","擊退了襲擊而來的可麗可麗甜點團員。再次沿著「悄聲小道」前進，<hex:02100103>如果被阻擋就擊退他們吧。"
"5","TEXT_TSTPLN104_02148_SEQ_05","再次擊退了襲擊而來的可麗可麗甜點團員。<hex:02100103>繼續沿著「悄聲小道」前進，<hex:02100103>如果被阻擋就擊退他們吧。"
"6","TEXT_TSTPLN104_02148_SEQ_06","又擊退了一波襲擊而來的可麗可麗甜點團員。<hex:02100103>到尾羽集落北邊和「苦茲力」說話吧。"
"7","TEXT_TSTPLN104_02148_SEQ_07","我和苦茲力談過了。可麗可麗甜點團的根據地，似乎在東北邊的洞窟裡。<hex:02100103>到陸行鳥之森東北邊的洞窟，擊退所有妨礙，<hex:02100103>從「被搶走的貨物」中取得「蕨餅粉」吧。"
"8","TEXT_TSTPLN104_02148_SEQ_08","取得了蕨餅粉。把「蕨餅粉」交給尾羽集落北邊的「苦茲力」吧。"
"9","TEXT_TSTPLN104_02148_SEQ_09","我把蕨餅粉交給苦茲力了。這樣他應該就能做出蕨餅了。<hex:02100103>到聖瓦勒魯瓦揚廣場和「穆穆妮」說話吧。"
"10","TEXT_TSTPLN104_02148_SEQ_10","我向穆穆妮說明了事情經過，然後去吃了苦茲力做的蕨餅。<hex:02100103>她似乎很滿意，終於吃到了她夢寐以求的蕨餅。<hex:02100103>她應該很快就會動身前往苦茲力的故鄉，據說那就是蕨餅的發源地。"
"11","TEXT_TSTPLN104_02148_SEQ_11",""
"12","TEXT_TSTPLN104_02148_SEQ_12",""
"13","TEXT_TSTPLN104_02148_SEQ_13",""
"14","TEXT_TSTPLN104_02148_SEQ_14",""
"15","TEXT_TSTPLN104_02148_SEQ_15",""
"16","TEXT_TSTPLN104_02148_SEQ_16",""
"17","TEXT_TSTPLN104_02148_SEQ_17",""
"18","TEXT_TSTPLN104_02148_SEQ_18",""
"19","TEXT_TSTPLN104_02148_SEQ_19",""
"20","TEXT_TSTPLN104_02148_SEQ_20",""
"21","TEXT_TSTPLN104_02148_SEQ_21",""
"22","TEXT_TSTPLN104_02148_SEQ_22",""
"23","TEXT_TSTPLN104_02148_SEQ_23",""
"24","TEXT_TSTPLN104_02148_TODO_00","在聖瓦勒魯瓦揚廣場尋找苦茲力"
"25","TEXT_TSTPLN104_02148_TODO_01","到尾羽集落東邊和苦茲力會合"
"26","TEXT_TSTPLN104_02148_TODO_02","在悄聲小道上前進 擊退攔路的敵人"
