"43008","綠咬鵑詠咒耳夾","0","","0","0","1","0","0","","綠咬鵑詠咒耳夾","55541","720","3","4","0","41","0","9","5","40100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","63","0","0","5","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","4","278","3","261","46","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","False","False","0","True"
"43009","綠咬鵑禦敵項鍊","0","","0","0","1","0","0","","綠咬鵑禦敵項鍊","55093","720","3","4","0","40","0","10","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","59","0","0","1","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","19","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"43010","綠咬鵑強攻項鍊","0","","0","0","1","0","0","","綠咬鵑強攻項鍊","55093","720","3","4","0","40","0","10","5","19100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","84","0","0","10","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","27","182","22","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"43011","綠咬鵑精準項鍊","0","","0","0","1","0","0","","綠咬鵑精準項鍊","55093","720","3","4","0","40","0","10","5","30100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","105","0","0","12","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","2","278","3","290","22","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","False","False","0","True"
"43012","綠咬鵑治癒項鍊","0","","0","0","1","0","0","","綠咬鵑治癒項鍊","55093","720","3","4","0","40","0","10","5","47100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","64","0","0","6","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","5","278","3","261","27","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","False","False","0","True"
"43013","綠咬鵑詠咒項鍊","0","","0","0","1","0","0","","綠咬鵑詠咒項鍊","55093","720","3","4","0","40","0","10","5","40100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","63","0","0","5","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","4","278","3","261","27","182","22","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","False","False","0","True"
"43014","綠咬鵑禦敵手鐲","0","","0","0","1","0","0","","綠咬鵑禦敵手鐲","55892","720","3","4","0","42","0","11","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","59","0","0","1","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","27","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"43015","綠咬鵑強攻手鐲","0","","0","0","1","0","0","","綠咬鵑強攻手鐲","55892","720","3","4","0","42","0","11","5","19100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","84","0","0","10","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","45","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"43016","綠咬鵑精準手鐲","0","","0","0","1","0","0","","綠咬鵑精準手鐲","55892","720","3","4","0","42","0","11","5","30100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","105","0","0","12","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","2","278","3","290","27","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","False","False","0","True"
"43017","綠咬鵑治癒手鐲","0","","0","0","1","0","0","","綠咬鵑治癒手鐲","55892","720","3","4","0","42","0","11","5","47100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","64","0","0","6","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","5","278","3","261","44","182","6","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","False","False","0","True"
"43018","綠咬鵑詠咒手鐲","0","","0","0","1","0","0","","綠咬鵑詠咒手鐲","55892","720","3","4","0","42","0","11","5","40100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","63","0","0","5","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","4","278","3","261","46","182","22","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","False","False","0","True"
"43019","綠咬鵑禦敵戒指","0","","0","0","1","0","0","","綠咬鵑禦敵戒指","54743","720","3","4","0","43","0","12","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","59","0","0","1","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","27","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"43020","綠咬鵑強攻戒指","0","","0","0","1","0","0","","綠咬鵑強攻戒指","54743","720","3","4","0","43","0","12","5","19100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","84","0","0","10","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","1","278","3","290","22","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"43021","綠咬鵑精準戒指","0","","0","0","1","0","0","","綠咬鵑精準戒指","54743","720","3","4","0","43","0","12","5","30100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","105","0","0","12","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","2","278","3","290","27","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","False","False","0","True"
"43022","綠咬鵑治癒戒指","0","","0","0","1","0","0","","綠咬鵑治癒戒指","54743","720","3","4","0","43","0","12","5","47100","1","True","True","False","False","99999","0","False","0","False","0","2","0","11","8","21800","0","False","False","0","100","0","1","64","0","0","6","165, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1","1","5","278","3","261","6","182","44","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","False","False","0","True"
