"0","on"
"1024","<hp>"
"1","開"
"1025","<體力>"
"2","off"
"1026","<hpp>"
"3","關"
"1027","<剩餘體力>"
"4","add"
"1028","<mp>"
"5","加入"
"1029","<魔力>"
"6","leave"
"1030","<mpp>"
"7","退隊"
"1031","<剩餘魔力>"
"8","kick"
"1032",""
"9","移除"
"1033",""
"10","leader"
"1034",""
"11","隊長"
"1035",""
"12","breakup"
"1036",""
"13","解散"
"1037",""
"14","remove"
"1038",""
"15","清除"
"1039",""
"16","accept"
"1040",""
"17","接受"
"1041",""
"18","deny"
"1042","<quest>"
"19","拒絕"
"1043","<任務>"
"20","text"
"1044","<job>"
"21","text"
"1045","<職業>"
"22","motion"
"1046","<pos>"
"23","動作"
"1047","<座標>"
"24","both"
"1048","<flag>"
"25","both"
"1049","<目標地點>"
"26","main"
"1050","<attack1>"
"27","主手"
"1051","<攻擊1>"
"28","sub"
"1052","<attack2>"
"29","副手"
"1053","<攻擊2>"
"30","throwing"
"1054","<attack3>"
"31","投擲武器"
"1055","<攻擊3>"
"32","pack"
"1056","<attack4>"
"33","主手"
"1057","<攻擊4>"
"34","pouch"
"1058","<attack5>"
"35","副手"
"1059","<攻擊5>"
"36","head"
"1060","<bind1>"
"37","頭部"
"1061","<止步1>"
"38","shirt"
"1062","<bind2>"
"39","內衣"
"1063","<止步2>"
"40","body"
"1064","<bind3>"
"41","身體"
"1065","<止步3>"
"42","garment"
"1066","<stop1>"
"43","內褲"
"1067","<禁止1>"
"44","legs"
"1068","<stop2>"
"45","腿部"
"1069","<禁止2>"
"46","hands"
"1070","<square>"
"47","手臂"
"1071","<方塊>"
"48","feet"
"1072","<circle>"
"49","腳部"
"1073","<圓圈>"
"50","waist"
"1074","<cross>"
"51","腰帶"
"1075","<叉>"
"52","neck"
"1076","<triangle>"
"53","頸部"
"1077","<三角>"
"54","R.ear"
"1078","<attack>"
"55","右耳"
"1079","<攻擊>"
"56","L.ear"
"1080","<bind>"
"57","左耳"
"1081","<止步>"
"58","R.wrist"
"1082","<stop>"
"59","右腕"
"1083","<禁止>"
"60","L.wrist"
"1084","<le>"
"61","左腕"
"1085","<最後選定的敵人>"
"62","R.index"
"1086","<buddyhp>"
"63","右食指"
"1087","<搭檔體力>"
"64","L.index"
"1088","<buddyhpp>"
"65","左食指"
"1089","<搭檔剩餘體力>"
"66","R.ring"
"1090",""
"67","右無名指"
"1091",""
"68","L.ring"
"1092",""
"69","左無名指"
"1093",""
"70","all"
"1094",""
"71","全部"
"1095",""
"72","reset"
"1096","<item>"
"73","重置"
"1097","<道具>"
"74","a"
"1098","<myitem>"
"75","a"
"1099","<我的道具>"
"76","b"
"1100","<recast>"
"77","b"
"1101","<冷卻>"
"78","c"
"1102","<targethpp>"
"79","c"
"1103","<目標剩餘體力>"
"80","attack"
"1104","<focushpp>"
"81","攻擊"
"1105","<焦點目標剩餘體力>"
"82","attack1"
"1106","<targetclass>"
"83","攻擊1"
"1107","<目標職業>"
"84","attack2"
"1108","<targetjob>"
"85","攻擊2"
"1109","<目標特職>"
"86","attack3"
"1110","<focusclass>"
"87","攻擊3"
"1111","<焦點目標職業>"
"88","attack4"
"1112","<focusjob>"
"89","攻擊4"
"1113","<焦點目標特職>"
"90","attack5"
"1114","<status>"
"91","攻擊5"
"1115","<狀態>"
"92","bind"
"1116","<plus>"
"93","止步"
"1117","<十字>"
"94","bind1"
"1118","<e>"
"95","止步1"
"1119","<e>"
"96","bind2"
"1120","<pfinder>"
"97","止步2"
"1121","<隊員招募>"
"98","bind3"
"1122","<attack6>"
"99","止步3"
"1123","<攻擊6>"
"100","stop"
"1124","<attack7>"
"101","禁止"
"1125","<攻擊7>"
"102","stop1"
"1126","<attack8>"
"103","禁止1"
"1127","<攻擊8>"
"104","stop2"
"105","禁止2"
"106","square"
"107","方塊"
"108","circle"
"109","圓圈"
"110","plus"
"111","十字"
"112","triangle"
"113","三角"
"114","save"
"115","儲存"
"116","load"
"117","讀取"
"118","copy"
"119","複製"
"120","paste"
"121","貼上"
"122","equip"
"123","裝備"
"124","change"
"125","更換"
"126","status"
"127","狀態"
"128","create"
"129","新建"
"130","set"
"131","設定"
"132","view"
"133","查看"
"134","LDL"
"135","LD1"
"136","LDU"
"137","LD2"
"138","LDR"
"139","LD3"
"140","LDD"
"141","LD4"
"142","LAL"
"143","LA1"
"144","LAU"
"145","LA2"
"146","LAR"
"147","LA3"
"148","LAD"
"149","LA4"
"150","RDL"
"151","RD1"
"152","RDU"
"153","RD2"
"154","RDR"
"155","RD3"
"156","RDD"
"157","RD4"
"158","RAL"
"159","RA1"
"160","RAU"
"161","RA2"
"162","RAR"
"163","RA3"
"164","RAD"
"165","RA4"
"166","share"
"167","共通"
"168","display"
"169","顯示"
"170","ex"
"171","ex"
"172","time"
"173","時間"
"174","call"
"175","提示音"
"176","name"
"177","名字"
"178","fontsize"
"179","字型"
"180","local"
"181","本地"
"182","server"
"183","伺服器"
"184","self"
"185","自己"
"186","party"
"187","小隊"
"188","other"
"189","他人"
"190","full"
"191","high"
"192","simple"
"193","簡單"
"194","firstname"
"195","名"
"196","familyname"
"197","姓"
"198","lookingforparty"
"199","希望組隊"
"200","leader"
"201","隊長"
"202","lookingformeld"
"203","接受鑲嵌魔晶石請求"
"204","away"
"205","離開"
"206","contents"
"207","任務中"
"208","event"
"209","劇情中"
"210","busy"
"211","忙碌"
"212","d"
"213","d"
"214","pvpteam"
"215","戰隊"
"216","cross"
"217","叉"
"218","極限技"
"219","LimitBreak"
"220","cwlinkshell"
"221","跨服貝"
"222","et"
"223","艾"
"224","lt"
"225","本"
"226","st"
"227","伺"
"228","repeat"
"229","rp"
"230","ja"
"231","日語"
"232","en"
"233","英語"
"234","de"
"235","德語"
"236","fr"
"237","法語"
"238","Maelstrom"
"239","黑渦團"
"240","Order of the Twin Adder"
"241","雙蛇黨"
"242","Immortal Flames"
"243","恆輝隊"
"244","feast"
"245","水晶衝突"
"246","friend"
"247","好友"
"248","item"
"249","道具"
"250","execute"
"251","實行"
"252","condition"
"253","條件"
"254","clear"
"255","撤除"
"256","Inventory"
"257","物品"
"258","ArmouryChest"
"259","兵裝庫"
"260","Retainer"
"261","雇員物品"
"262","category"
"263","道具種類"
"264","level"
"265","裝備等級"
"266","itemlevel"
"267","物品品級"
"268","stack"
"269","打包數量"
"270","id"
"271","道具編號"
"272","tab"
"273","分欄"
"274","spiritbond"
"275","精煉度"
"276","hq"
"277","高品質道具"
"278","materia"
"279","魔晶石數"
"280","asc"
"281","升序"
"282","des"
"283","降序"
"284","ears"
"285","耳部"
"286","wrists"
"287","腕部"
"288","rings"
"289","戒指"
"290","soul"
"291","靈魂水晶"
"292","physicaldamage"
"293","物理基本性能"
"294","magicdamage"
"295","魔法基本性能"
"296","delay"
"297","攻擊間隔"
"298","physicalautoattack"
"299","物理自動攻擊"
"300","blockrate"
"301","格擋發動力"
"302","blockstrength"
"303","格擋性能"
"304","defense"
"305","物理防禦力"
"306","magicdefense"
"307","魔法防禦力"
"308","str"
"309","力量"
"310","dex"
"311","敏捷"
"312","vit"
"313","耐力"
"314","int"
"315","智力"
"316","mnd"
"317","精神"
"318","pie"
"319","信仰"
"320","craftsmanship"
"321","作業精度"
"322","control"
"323","加工精度"
"324","gathering"
"325","獲得力"
"326","perception"
"327","技術力"
"328","recruitingparty"
"329","隊員招募中"
"330","beginner"
"331","新人"
"332","hold"
"333","按住"
"334","toggle"
"335","點擊"
"336","mix"
"337","混合"
"338","trait"
"339","特性"
"340","pet"
"341","召喚獸"
"342","buddy"
"343","搭檔"
"344","minion"
"345","寵物"
"346","mount"
"347","坐騎"
"348","general"
"349","共通技能"
"350","action"
"351","技能"
"352","gearset"
"353","套裝"
"354","emote"
"355","情感動作"
"356","marking"
"357","標記"
"358","waymark"
"359","場景標記"
"360","<wait>"
"361","<等待>"
"362","classjob"
"363","職業"
"364","current"
"365","當前"
"366","next"
"367","下一個"
"368","prev"
"369","上一個"
"370","tell"
"371","悄悄話"
"372","alliance"
"373","團隊"
"374","freecompany"
"375","部隊"
"376","linkshell1"
"377","通訊貝1"
"378","linkshell2"
"379","通訊貝2"
"380","linkshell3"
"381","通訊貝3"
"382","linkshell4"
"383","通訊貝4"
"384","linkshell5"
"385","通訊貝5"
"386","linkshell6"
"387","通訊貝6"
"388","linkshell7"
"389","通訊貝7"
"390","linkshell8"
"391","通訊貝8"
"392","party"
"393","小隊"
"394","alliance"
"395","團隊"
"396","freecompany"
"397","部隊"
"398","linkshell1"
"399","通訊貝1"
"400","linkshell2"
"401","通訊貝2"
"402","linkshell3"
"403","通訊貝3"
