"43500","深紅木腿部裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著腿部裝備的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的腿部裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木腿部裝備箱（品級663）","26561","1","1","19","1000570","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43501","深紅木腳部裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著腳部裝備的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的腳部裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木腳部裝備箱（品級663）","26562","1","1","19","1000571","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43502","深紅木耳部裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著耳部裝備的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的耳部裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木耳部裝備箱（品級663）","26564","1","1","19","1000572","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43503","深紅木頸部裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著頸部裝備的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的頸部裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木頸部裝備箱（品級663）","26565","1","1","19","1000573","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43504","深紅木腕部裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著腕部裝的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的腕部裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木腕部裝備箱（品級663）","26566","1","1","19","1000574","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43505","深紅木戒指裝備箱（品級663）","0","","0","0","1","0","0","裡面裝著戒指裝備的深紅木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的戒指裝備。<hex:02100103>可裝備等級：94（裝備品級：663）<hex:02100103>可以在主城及野外使用。","深紅木戒指裝備箱（品級663）","26567","1","1","19","1000575","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43506","相思木武器箱（品級669）","0","","0","0","1","0","0","裡面裝著武器的相思木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的武器。<hex:02100103>可裝備等級：96（裝備品級：669）<hex:02100103>可以在主城及野外使用。","相思木武器箱（品級669）","26557","1","1","19","1000576","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43507","相思木頭部裝備箱（品級669）","0","","0","0","1","0","0","裡面裝著頭部裝備的相思木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的頭部裝備。<hex:02100103>可裝備等級：96（裝備品級：669）<hex:02100103>可以在主城及野外使用。","相思木頭部裝備箱（品級669）","26558","1","1","19","1000577","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43508","相思木身體裝備箱（品級669）","0","","0","0","1","0","0","裡面裝著身體裝備的相思木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的身體裝備。<hex:02100103>可裝備等級：96（裝備品級：669）<hex:02100103>可以在主城及野外使用。","相思木身體裝備箱（品級669）","26559","1","1","19","1000578","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
"43509","相思木手臂裝備箱（品級669）","0","","0","0","1","0","0","裡面裝著手臂裝備的相思木材質的箱子。<hex:02100103>使用後便能獲得相應職業或特職的手臂裝備。<hex:02100103>可裝備等級：96（裝備品級：669）<hex:02100103>可以在主城及野外使用。","相思木手臂裝備箱（品級669）","26560","1","1","19","1000579","61","0","0","56","2060","1","False","True","False","False","2","0","False","0","False","388","2","0","0","0","0","0","False","False","0","1","0","0","0","0","0","0","0, 0, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","False","False","0","False"
