"512","召喚出寵物「伊克提」。<hex:02100103>以狩獵之神伊庫的綽號命名的獰豹幼體，雖然身體幼小，但仍是出色的狩獵者。","棲息在雅克特爾樹海，與長鬚豹是近親的肉食性野獸幼崽。在傳統的靈豹之民中十分受到重視，一小部分個體會被迎入村落參與狩獵。它想在冒險者身邊成長為獨當一面的大豹。","要是它能聽懂人話就好了……<hex:02100103>　　　　　　　　　　——席德","獵人的低吼","令範圍內敵人的攻擊力降低50%。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒","20","35","3","False","False","False","True","False","4"
"513","召喚出寵物「小綠鳥」。<hex:02100103>美麗的綠色雛鳥。在圖拉爾大陸上被視為神明。","來自西方的圖拉爾大陸，有著美麗綠色羽毛的雛鳥。被人們視為授予幸福、豐饒的象徵，在當地深受人們的喜愛。飼養難度很高，多數都以野生的形式棲息在密林中，不過該個體在聽完雇員講述的旅行故事後，便喜歡上了這種自由的感覺，跟了過來。","這種鳥的羽毛是綠色的，<hex:02100103>會咕哇地叫……<hex:02100103>　　　　　　——埃倫維爾","綠之加護","令範圍內我方寵物的防禦力增加20。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>10秒","40","65","3","False","True","True","False","False","3"
"514","召喚出寵物「小巧郊狼」。<hex:02100103>敏捷且聰慧的小型郊狼，會運用閃電般的速度衝向獵物。","體型嬌小、個性孤傲的郊狼，它會奮力一蹬快速撲向獵物。雖然外表形似狐狸，但它有著灰褐色的毛皮。這隻四處旅行的郊狼為了追求自己生活方式溜進了商船，橫渡海洋來到了練習場，成為了眾多挑戰者中的一員。","郊狼的叫聲都傳到這裡來了，<hex:02100103>我還有點害怕……<hex:02100103>　　　　　　　　　——泰絲琳","榮光的嚎叫","打消範圍內我方身上的弱化效果。","30","15","4","False","False","True","False","False","6"
"515","召喚出寵物「洛洛洛特雪精」。<hex:02100103>沃刻佐莫山的小小雪精，圓圓的頭部十分耀眼。","在奧闊帕恰山高海拔地區，從沐浴過月光的積雪中誕生的妖靈。在尤卡巨人族的語言中，這個名字的意思是「在月光照耀下像初開的花朵一樣發光的小小白色雪精」。將幾隻洛洛洛特雪精揉在一起好像會變成體型稍大一圈的洛洛特雪精。","我是從那邊的雪裡挖出來的！<hex:02100103>　　　　　　——娜修．瑪卡拉卡","軟綿綿的雪","令範圍內的敵人止步。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒","25","25","3","False","True","False","False","False","4"
"516","召喚出寵物「玉米大人」。<hex:02100103>自稱是古老元靈的某種類似玉米的東西，無法容忍有人餓肚子。","冒險者曾經遇到了一位自稱是玉米之靈的神奇生物，它正在四處旅行，想用自己的顆粒餵飽飢腸轆轆的民眾。在離別的時候，玉米之靈悄悄丟進冒險者背包中的一顆玉米粒長成了一個新的個體。它看起來好像經常在擔心冒險者會不會餓肚子。","不過這世上還有很多餓著肚子<hex:02100103>的人，所以我也得繼續我的旅<hex:02100103>程才行……再見了！<hex:02100103>　　　　　　　　——玉米大人","飽腹","令範圍內我方寵物恢復100點體力。當該寵物為「動物」類型時，恢復150點體力。","30","40","2","False","True","False","False","False","7"
"517","召喚出寵物「酒杯刺」。<hex:02100103>小型的酒桶刺，正在練習針灸。","成長途中的酒桶刺。它的體型不及酒桶，只有酒杯大小。長大之後能夠造成致命一擊的鐵腕，現在的力道卻是恰好適合，據說它的針刺可以在轉眼間改善肩膀僵硬、腰痛、神經痛等症狀。","啥？魂晶？那是什麼東西？<hex:02100103> 那種東西又支付不了酒館<hex:02100103>的酒菜錢！<hex:02100103>　　　　　　　——蓋羅爾特","激烈的針灸","令範圍內我方寵物的防禦力增加10。當該寵物為「魔物」類型時，防禦力增加30。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>6秒","20","50","2","False","False","False","True","False","3"
"518","召喚出寵物「藍貓」。<hex:02100103>擁有美麗青灰毛色的貓，看似高冷，但其實很愛撒嬌。","擁有淡淡青灰色皮毛的美麗的貓。被認為來自阿爾迪納德次大陸北方，但誰也不知道是真是假。近些年魔法大學對其進行了培育繁殖，被人們帶到了與薩雷安有交流的各地。","難不成你們是壓力太大<hex:02100103>所以才尋求貓咪的慰藉嗎？<hex:02100103>　　　　　　　——瑪格拉特","高貴的眼神","對範圍內的敵人造成90攻擊力的傷害。","20","30","3","False","False","False","True","False","1"
"519","召喚出寵物「說話的石頭」。<hex:02100103>尤卡巨人族的遺物，十分喜歡聊天。","在深空天坑遇到的尤卡巨人族的遺物。雖然看上去只是一個不停說話的魔法人偶，但其實是大型岩兵的核心。由於冒險者破壞了它的重裝大岩兵外殼，所以一直想找準機會和冒險者合體。","哥布林族的破爛兵器<hex:02100103>居然合體成為一個鋼鐵巨人……<hex:02100103>　　　　　　　　——異國的詩人","無止境合體","對範圍內的敵人每秒造成10點持續傷害。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒","30","65","3","False","False","True","False","False","1"
"520","召喚出寵物「輝鱗人玩偶」。<hex:02100103>以輝鱗族小孩為原型的魔法人偶，就連柔軟的鱗片也忠實再現。","以輝鱗族小孩為原型製作的魔法人偶，身上穿著圖拉爾大陸風格的衣服。原本是當地的特產，雇員將其撿了回來。從品質上可以感受到工匠對做工的講究，輝鱗族小孩鱗片的柔軟手感都還原得一模一樣。","雖然我很想現、在就過去、<hex:02100103> 但是在那、之前遵循傳、<hex:02100103>統有個必要、的儀式。<hex:02100103>　　　　　　　　——布迦加","輝鱗","無效化「動物」類型的寵物對範圍內我方寵物的攻擊。<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>5秒","55","25","1","False","True","False","False","False","3"
"521","召喚出寵物「惡作劇小丑」。<hex:02100103>好像是某個遊樂園的紀念品小丑人偶，不知為何會動會笑。","被遺留在樂園迷途鬼區的特產品小丑人偶。匯聚了雷轉質技術的精華製作而成，雖然動作流暢栩栩如生，以至於讓人誤以為是活物，但本質仍然是人偶，既沒有意識也不可能抱有任何的惡意。可是……","你這麼好騙真是太謝謝你啦！<hex:02100103>其實，我正是真正的魔物！<hex:02100103>　　　　　　　——布爾塞爸爸","虛偽的笑容","設定陷阱。10秒後可透過點選發動陷阱按鈕起爆。對範圍內的敵人造成260攻擊力的傷害。","15","40","1","True","False","False","False","False","2"
